an,judet,emig_masc_nr,emig_fem_nr,emigranti_total_nr,emig_15_64_nr,imig_masc_nr,imig_fem_nr,imigranti_total_nr,imigranti_15_64_nr,populatie_15_64,populatie_rurala,populatie_totala,pondere_rurala,rata_emig_def,rata_imig_def,rata_emig_15_64,rata_imig_15_64,intensitate_migratie,sup_grau_ha,sup_orz_orzoaica_ha,sup_porumb_boabe_ha,sup_floarea_soarelui_ha,sup_rapita_ha,sup_soia_boabe_ha,sup_totala_cultivata_ha,pondere_grau,pondere_orz_orzoaica,pondere_porumb_boabe,pondere_floarea_soarelui,pondere_rapita,pondere_soia_boabe,prod_grau_tone,prod_orz_orzoaica_tone,prod_porumb_boabe_tone,prod_floarea_soarelui_tone,prod_rapita_tone,prod_soia_boabe_tone,yield_grau,yield_orz_orzoaica,yield_porumb_boabe,yield_floarea_soarelui,yield_rapita,yield_soia_boabe,ocupati_total_nr,ocupati_agri_nr,pondere_ocupati_agri,tractoare_nr,pluguri_nr,semanatori_mecanice_nr,masini_stropit_prafuit_mecanice_nr,combine_cereale_nr,tractoare_1000ha,pluguri_1000ha,semanatori_1000ha,masini_stropit_1000ha,combine_1000ha,z_tractoare_1000ha,z_pluguri_1000ha,z_semanatori_1000ha,z_combine_1000ha,indice_mecanizare_vechi,indice_mecanizare_nou,temperatura_medie_anuala_C,schimbare_temp_anuala_C,precipitatii_anuale_mm,schimbare_precipitatii_anuala_mm,schimbare_precipitatii_anuala_pct
2021,Olt,186,214,400,335,60,50,110,97,248019,232967,383938,60.6782866,1.04183488,0.286504592,1.35070297,0.391099069,1.328339471,129661,20291,57547,99124,16119,1352,324094,40.00722013,6.260837905,17.75626824,30.58495375,4.973557054,0.417162922,653954,85043,228346,222337,54845,2059,5.043567457,4.191168498,3.967991381,2.243018845,3.402506359,1.522928994,121700,26800,22.02136401,7094,6345,4192,36,1656,21.8887113,19.5776534,12.934519,0.111078885,5.109628688,-0.568361032,-0.568983851,-0.340104448,-0.187478319,-0.416231913,-0.060591884,12.13077274,-1.045116137,782.6181024,155.0504697,24.7065753
2022,Olt,238,255,493,423,60,86,146,125,246181,228924,380253,60.20307532,1.296505222,0.383954893,1.718247956,0.507756488,1.680460115,131016,18968,56108,66736,20188,1920,294936,44.42184067,6.431225757,19.02378821,22.62728185,6.84487482,0.650988689,567052,83492,206792,141985,58750,2718,4.328112597,4.401729228,3.685606331,2.127562335,2.91014464,1.415625,125500,27200,21.67330677,7196,6404,4410,48,1791,24.39851358,21.71318523,14.95239645,0.162747172,6.072503865,-0.537558286,-0.526740563,-0.150956504,0.036295079,-0.294740068,0.198379488,13.01385432,0.88308158,422.5585488,-360.0595535,-46.00705663
2012,Prahova,171,242,413,317,113,62,175,158,514191,386709,759216,50.93530695,0.543982213,0.230500938,0.616502428,0.307278813,0.774483151,37226,4655,59300,12901,937,0,115019,32.36508751,4.047157426,51.55669933,11.21640772,0.814648015,0,81867,9227,125074,18362,1413,0,2.199188739,1.98216971,2.109173693,1.423300519,1.508004269,,288300,65900,22.85813389,2635,1777,986,275,296,22.90925847,15.44962137,8.572496718,2.390909328,2.573487859,-0.55583588,-0.650641097,-0.748983367,-0.776880627,-0.683085243,-0.712212082,9.812065711,0.810139974,836.57492,183.6815524,28.13346888
2013,Prahova,177,232,409,338,92,81,173,139,510991,384954,754576,51.01593478,0.542026251,0.229267827,0.661459791,0.272020447,0.771294078,36639,5489,51844,13617,4922,34,112545,32.55497801,4.877160247,46.0651295,12.09916034,4.373361766,0.030210138,131315,17146,231186,27584,12970,27,3.58402249,3.123701949,4.459262403,2.025703165,2.63510768,0.794117647,289800,62000,21.39406487,2648,1777,986,275,296,23.52836643,15.78923986,8.760940068,2.443467058,2.630059087,-0.548237582,-0.64392305,-0.731319423,-0.763733403,-0.671803365,-0.694845797,9.905785194,0.093719482,795.3069729,-41.2679471,-4.932964892
2014,Prahova,109,174,283,252,59,81,140,121,505799,382880,750071,51.04583433,0.377297616,0.186648997,0.498221626,0.239225463,0.563946613,38661,7258,51524,11989,9229,81,118742,32.55882502,6.112411784,43.3915548,10.0966802,7.772313082,0.068215122,133173,23715,225314,25680,25759,63,3.444634127,3.267429044,4.372991227,2.141963467,2.791093293,0.777777778,286000,60000,20.97902098,2674,1777,986,275,296,22.51941183,14.96521871,8.303717303,2.315945495,2.492799515,-0.560620459,-0.660223141,-0.774177698,-0.7956327,-0.697663499,-0.738004177,9.796103453,-0.109681741,1045.134708,249.8277349,31.41274293
2015,Prahova,188,225,413,362,73,72,145,121,498325,379953,744160,51.0579714,0.554988175,0.19485057,0.726433552,0.242813425,0.749838744,36806,5845,54392,14328,9367,800,121538,30.28353272,4.809195478,44.75308134,11.78890553,7.707054584,0.658230348,136743,20192,185874,29431,23450,449,3.715236646,3.454576561,3.417304015,2.054089894,2.503469627,0.56125,284400,52100,18.31926864,2726,1777,986,275,296,22.4291991,14.6209416,8.112689036,2.26266682,2.435452287,-0.561727637,-0.66703334,-0.792083941,-0.808960267,-0.707451297,-0.747396064,10.30139551,0.505292061,767.1903476,-277.9443603,-26.59411827
2016,Prahova,286,357,643,561,84,80,164,133,490253,377203,736766,51.19712365,0.872732998,0.222594419,1.144307123,0.271288498,1.095327417,38487,6662,54324,14777,8594,780,123624,31.13230441,5.388921245,43.9429237,11.95318061,6.951724584,0.630945447,157447,25565,209229,36165,28358,1156,4.090913815,3.837436205,3.851502099,2.447384449,3.299744007,1.482051282,284600,45100,15.84680253,2674,1777,986,275,296,21.63010419,14.37423154,7.97579758,2.224487155,2.394357083,-0.571534911,-0.67191355,-0.804915611,-0.818510844,-0.716718729,-0.76782984,9.749191675,-0.552203839,950.7816627,183.5913151,23.93034737
2017,Prahova,282,324,606,530,112,113,225,188,481868,374329,729331,51.32498139,0.830898454,0.308501901,1.099886276,0.390148339,1.139400355,33205,5071,49444,18840,13721,754,121035,27.43421324,4.189697195,40.85099351,15.56574545,11.3363903,0.622960301,152335,19938,287216,46082,38471,2082,4.587712694,3.931768882,5.808915136,2.44596603,2.803804387,2.76127321,284500,45300,15.92267135,2674,1777,986,275,296,22.09278308,14.68170364,8.146403933,2.272070062,2.445573594,-0.565856463,-0.665831397,-0.788923639,-0.806608063,-0.70680489,-0.763278578,9.500590789,-0.248600886,901.5118088,-49.26985389,-5.182036614
2018,Prahova,325,437,762,647,126,129,255,210,473349,370792,721951,51.35971832,1.055473294,0.353209567,1.366856167,0.443647288,1.408682861,35688,4225,50090,15214,16221,923,122361,29.16615588,3.452897574,40.93624603,12.43370028,13.25667492,0.754325316,128080,15364,325727,31100,37963,2475,3.588881417,3.636449704,6.502834897,2.044169844,2.34036126,2.681473456,285300,45200,15.84297231,2679,1781,986,275,297,21.894231,14.55529131,8.058123095,2.247448125,2.427243975,-0.568293289,-0.668331979,-0.797198739,-0.810867889,-0.711172974,-0.763514711,10.07026946,0.569678673,787.0036601,-114.5081487,-12.70179133
2019,Prahova,293,374,667,549,121,143,264,214,466058,367189,715510,51.31850009,0.932202205,0.36896759,1.177964974,0.459170318,1.301169795,36114,6857,53068,17410,7446,721,121616,29.69510591,5.63823839,43.63570583,14.31555059,6.122549665,0.592849625,182654,31422,290357,41886,17960,2359,5.057706153,4.582470468,5.471414035,2.405858702,2.412033306,3.27184466,283900,44900,15.81542797,2685,1787,986,275,297,22.07768715,14.69379029,8.107485857,2.26121563,2.44211288,-0.566041735,-0.665592309,-0.792571667,-0.807412337,-0.707904512,-0.766322648,10.55413975,0.483870286,789.5242201,2.520560004,0.320272971
2020,Prahova,229,270,499,409,78,72,150,118,459098,364413,708245,51.45295766,0.704558451,0.211791117,0.890877329,0.257025733,0.916349568,38630,5406,55120,13962,8446,773,122337,31.57671023,4.418941122,45.05587026,11.41273695,6.903880265,0.63186117,86603,13336,209241,30189,17269,1917,2.241858659,2.466888642,3.796099419,2.162226042,2.044636514,2.479948254,282800,43300,15.31117397,2228,920,557,52,220,18.2119882,7.520210566,4.552997049,0.42505538,1.798311222,-0.61348537,-0.807494008,-1.125755554,-0.95703265,-0.875941896,-1.072526664,10.7859857,0.231845954,749.9100934,-39.61412669,-5.017468202
2021,Prahova,383,456,839,718,121,128,249,192,450540,363633,699144,52.01117366,1.200038905,0.356149806,1.593643184,0.42615528,1.556188711,36146,5133,49785,15166,12036,908,119174,30.3304412,4.307147532,41.77505161,12.72593015,10.09951835,0.761911155,159230,24187,243413,38240,38018,2936,4.405190063,4.712059225,4.889283921,2.521429513,3.158690595,3.233480176,259900,21700,8.34936514,2245,920,557,52,222,18.83800158,7.719804655,4.673838253,0.436336785,1.862822428,-0.605802322,-0.803545806,-1.114428372,-0.942040164,-0.866454166,-1.05088141,9.430296287,-1.355689416,846.4491929,96.53909946,12.87342314
2022,Prahova,539,597,1136,987,131,131,262,218,444568,363883,692986,52.5094302,1.639282756,0.378074016,2.220132803,0.490363679,2.017356772,36743,5185,47815,16492,12764,926,119925,30.63831561,4.323535543,39.87075255,13.75192829,10.64331874,0.77214926,146429,21975,177585,35722,41930,2233,3.985221675,4.238187078,3.714001882,2.166019888,3.28502037,2.411447084,267300,22000,8.230452675,2262,931,557,52,224,18.86178862,7.763185324,4.644569523,0.433604336,1.867834063,-0.605510385,-0.802687687,-1.117171908,-0.940875454,-0.866561358,-1.060216229,10.41125019,0.980953901,525.7711896,-320.6780032,-37.88508583
2012,Salaj,43,59,102,86,16,18,34,33,145758,135147,222570,60.72112144,0.458282787,0.152760929,0.590019073,0.226402667,0.611043717,5408,921,21509,1690,20,69,29617,18.25978323,3.10970051,72.62383091,5.70618226,0.067528784,0.232974305,13816,2303,48174,2802,39,46,2.554733728,2.500542888,2.239713608,1.657988166,1.95,0.666666667,101900,36100,35.42688911,3187,2795,890,52,393,107.6071175,94.37147584,30.05030894,1.755748388,13.26940608,0.483659008,0.910524415,1.264262798,1.708864177,1.0918276,0.703424827,9.768845288,0.436533458,692.3055807,77.652505,12.63355022
2012,Satu Mare,107,147,254,187,32,29,61,55,237401,187019,342880,54.5435721,0.740783948,0.177904806,0.787696766,0.231675519,0.918688754,37760,2822,54337,11966,1528,3625,112038,33.70285082,2.518788268,48.49872365,10.6803049,1.363822989,3.235509381,121603,7402,170565,22325,2092,4868,3.220418432,2.622962438,3.139021293,1.865702825,1.369109948,1.342896552,150400,57200,38.03191489,6478,4820,2050,50,1136,57.81966833,43.02111784,18.29736339,0.446277156,10.13941698,-0.127381217,-0.105245025,0.162587622,0.981450786,0.227853042,0.548425883,10.75423177,0.570832081,720.4577178,89.28059166,14.14509303
2013,Salaj,51,69,120,100,24,13,37,29,144472,134140,221132,60.66060091,0.542662301,0.167320876,0.692175646,0.200730937,0.709983177,6154,1544,22618,1610,0,25,31951,19.26074301,4.832399612,70.78964665,5.038965917,0,0.078244812,18125,3418,86478,3268,0,27,2.945238869,2.21373057,3.823414979,2.029813665,,1.08,101300,34400,33.95853899,4698,4500,1021,52,433,147.0376514,140.8406623,31.95518137,1.627492097,13.5520015,0.96758905,1.82973864,1.442818094,1.774539707,1.503671373,1.228056036,9.961846651,0.193001363,838.4410589,146.1354782,21.10852234
2013,Satu Mare,114,159,273,200,27,24,51,41,236447,187019,341660,54.73833636,0.799039981,0.149271205,0.845855519,0.173400381,0.948311187,38108,4540,76644,17150,1571,1872,139885,27.24237767,3.245523108,54.79072095,12.26007077,1.123065375,1.338242127,147736,12231,372337,40675,3343,2692,3.876771282,2.694052863,4.858005845,2.371720117,2.127943985,1.438034188,151200,54200,35.84656085,6562,5000,2105,50,1116,46.90996175,35.74364657,15.0480752,0.357436466,7.977981914,-0.261275797,-0.249201819,-0.141987952,0.479130567,-0.04333375,0.300803935,10.80738165,0.053149884,847.9207645,127.4630467,17.69195382
2014,Salaj,28,36,64,58,8,19,27,24,143214,133078,219811,60.54201109,0.291159223,0.122832797,0.404988339,0.167581382,0.41399202,5556,1459,21447,2349,52,55,30918,17.9701145,4.718933954,69.36735882,7.59751601,0.168186817,0.177889902,18291,3732,85051,4679,128,143,3.292116631,2.557916381,3.96563622,1.991911452,2.461538462,2.6,100300,33700,33.59920239,4706,4493,1029,52,433,152.2090692,145.3198784,33.28158354,1.681868167,14.00478686,1.031057742,1.918342712,1.567149848,1.879767592,1.599079474,1.216560979,10.88764703,0.92580038,760.6929959,-77.74806299,-9.272931253
2014,Satu Mare,90,128,218,178,44,44,88,65,234858,186982,340592,54.89911683,0.64006201,0.258373655,0.757904777,0.27676298,0.898435665,37263,4949,78649,18026,3001,1736,143624,25.94482816,3.44580293,54.76034646,12.55082716,2.089483652,1.208711636,152407,15329,426638,38535,8426,3595,4.090035692,3.097393413,5.424582639,2.137745479,2.807730756,2.070852535,149400,52600,35.20749665,7377,6558,2112,58,1161,51.3632819,45.66089233,14.70506322,0.403832229,8.083607197,-0.2066203,-0.053027234,-0.174140554,0.503678015,0.017472482,0.377427598,11.93277447,1.125392816,776.5212116,-71.39955293,-8.4205454
2015,Salaj,24,45,69,64,20,20,40,32,141544,131987,218293,60.46323061,0.316088926,0.183239957,0.45215622,0.22607811,0.499328884,6111,1830,22462,2266,180,228,33077,18.47507331,5.532545273,67.90821417,6.850681743,0.544184781,0.689300723,19455,4225,68430,3567,306,258,3.183603338,2.308743169,3.046478497,1.574139453,1.7,1.131578947,97900,29300,29.92849847,4699,4470,1018,54,428,142.0624603,135.1392206,30.77667261,1.632554343,12.93950479,0.906528643,1.716957532,1.332349289,1.632194704,1.397007542,1.137412561,10.4467901,-0.440856934,772.2864695,11.59347364,1.524067357
2015,Satu Mare,148,262,410,241,60,40,100,87,232535,186732,339176,55.05460292,1.208811944,0.294832182,1.036403122,0.374137227,1.503644126,37417,4853,76197,17372,3618,2144,141601,26.42424842,3.427235683,53.81106066,12.26827494,2.555066702,1.514113601,159479,17792,266963,30491,9335,4446,4.262207018,3.666185864,3.50358938,1.755180751,2.580154782,2.07369403,145300,45500,31.31452168,7377,6558,2112,58,1161,52.09708971,46.31323225,14.9151489,0.409601627,8.199094639,-0.197614294,-0.040123196,-0.154447943,0.530517441,0.034583002,0.395687258,11.38418188,-0.548592592,710.6467721,-65.87443946,-8.483276242
2016,Salaj,58,74,132,108,24,21,45,36,139511,131281,216707,60.57995358,0.60911738,0.207653652,0.774132506,0.258044169,0.816771032,6497,2127,22594,2932,484,632,35266,18.42284353,6.03130494,64.06737367,8.313956786,1.3724267,1.792094369,21505,5608,84368,5537,1067,1441,3.309989226,2.636577339,3.734088696,1.888472033,2.204545455,2.280063291,97700,25300,25.89559877,4685,4458,1012,55,421,132.8475018,126.4107072,28.69619464,1.559575795,11.93784382,0.793433668,1.544297448,1.137333416,1.399407438,1.218617993,1.026294038,9.818179913,-0.628610184,946.7797953,174.4933257,22.5943782
2016,Satu Mare,186,261,447,334,61,63,124,104,229899,186435,337456,55.2472026,1.324617135,0.367455313,1.452811887,0.452372564,1.692072448,38897,5136,74904,20305,5784,8469,153495,25.34089058,3.34603733,48.79898368,13.22844392,3.768200919,5.517443565,163376,19142,361313,43877,14189,22775,4.200221097,3.727024922,4.823680978,2.160896331,2.453146611,2.689219506,140900,39300,27.89212207,7290,6528,2098,50,1161,47.49340369,42.52907261,13.66819766,0.32574351,7.563764292,-0.254115227,-0.114978248,-0.271332278,0.382865872,-0.06438997,0.286538255,10.79320428,-0.590977595,915.9602795,205.3135074,28.89107718
2017,Salaj,52,65,117,101,24,26,50,40,137371,130030,214927,60.4996115,0.544370879,0.232637128,0.735235239,0.291182273,0.777008007,5995,2196,21497,2637,244,937,33506,17.89231779,6.554050021,64.15865815,7.870232197,0.72822778,2.796514057,23922,6327,120703,6762,584,1901,3.990325271,2.881147541,5.614876494,2.564277588,2.393442623,2.028815368,98000,25400,25.91836735,6291,5331,1012,55,429,187.7574166,159.1058318,30.20354563,1.641497045,12.80367695,1.467341797,2.191044806,1.278626606,1.600628143,1.634410338,1.398741959,9.822037882,0.003857968,774.0919715,-172.6878237,-18.23949186
2017,Satu Mare,180,253,433,302,69,75,144,117,227154,185994,335661,55.41126315,1.289991986,0.429004263,1.329494528,0.515069072,1.718996249,37011,5527,71481,18637,14947,9537,157140,23.55288278,3.517245768,45.48873616,11.86012473,9.511900216,6.069110347,174384,23659,464520,66118,45033,24525,4.711680311,4.280622399,6.498510094,3.547673982,3.012845387,2.571563385,143000,39700,27.76223776,7386,6607,2116,50,1129,47.00267278,42.04530991,13.46569938,0.318187603,7.184676085,-0.260137957,-0.124547634,-0.290313676,0.294765298,-0.095058492,0.247036747,10.66777704,-0.125427246,918.2199561,2.259676549,0.246700277
2018,Salaj,76,90,166,130,30,33,63,55,135317,128115,212824,60.19762809,0.779987219,0.296019246,0.96070708,0.406452996,1.076006465,6315,2088,21375,2819,367,999,33963,18.5937638,6.147866796,62.93613638,8.300209051,1.080587698,2.941436269,24457,6332,137201,7566,824,1845,3.872842439,3.03256705,6.418760234,2.683930472,2.245231608,1.846846847,97900,25900,26.45556691,6297,5339,1012,62,429,185.4076495,157.2004829,29.79713217,1.825516003,12.63139299,1.438503159,2.153354803,1.240530997,1.560589135,1.598244524,1.26746391,10.64345084,0.821412955,835.2132513,61.12127975,7.895867932
2018,Satu Mare,218,261,479,338,73,76,149,126,224660,185214,333697,55.50364552,1.435433942,0.446512854,1.504495682,0.560847503,1.881946796,39403,5403,74286,19721,16012,9040,163865,24.04601349,3.297226375,45.3336588,12.03490678,9.771458213,5.516736338,186370,22635,592892,70598,47870,24329,4.729842905,4.189339256,7.981207765,3.579838751,2.989632775,2.691261062,142600,39900,27.98036466,7450,6619,2121,50,1251,45.46425411,40.39300644,12.94358161,0.305129222,7.63433314,-0.279018934,-0.157232106,-0.339254955,0.399266161,-0.094059958,0.330378608,11.65616862,0.988391583,803.2345384,-114.9854177,-12.52264416
2019,Salaj,62,91,153,132,47,29,76,63,133319,126488,210920,59.96965674,0.725393514,0.36032619,0.990106436,0.472550799,1.085719704,6771,2041,21688,4360,201,1001,36062,18.77599689,5.659697188,60.1408685,12.09028895,0.557373412,2.775775054,23761,5444,116833,12014,502,1929,3.509230542,2.667319941,5.386988196,2.755504587,2.497512438,1.927072927,99100,25900,26.13521695,6303,5339,1012,62,429,174.7823193,148.0505796,28.06278077,1.719261272,11.8961788,1.308098725,1.972359138,1.077959676,1.389724435,1.437035494,1.721035441,10.88197349,0.238522658,697.8677464,-137.3455048,-16.44436372
2019,Satu Mare,218,281,499,373,84,74,158,117,222572,184357,332151,55.50397259,1.50232876,0.475687263,1.675862193,0.525672591,1.978016023,37197,5275,73936,32518,16252,9072,174250,21.34691535,3.027259684,42.43098996,18.66169297,9.326829268,5.206312769,129015,21743,537586,96728,38840,23986,3.468424873,4.121895735,7.270964077,2.974598684,2.38985971,2.643959436,142700,39500,27.68044849,7654,5124,1639,62,1210,43.92539455,29.40602582,9.406025825,0.355810617,6.944045911,-0.297905322,-0.374567283,-0.670851606,0.238842543,-0.276120417,0.024994856,11.96983611,0.313667493,710.675332,-92.55920632,-11.52331006
2020,Salaj,62,68,130,114,16,17,33,28,131719,126247,209645,60.21941854,0.620095876,0.157408953,0.865478784,0.212573737,0.77750483,8508,1659,24701,5293,1134,1189,42484,20.02636287,3.904999529,58.14188871,12.45880802,2.669240185,2.798700687,30702,4024,134703,11170,2870,3127,3.608603667,2.425557565,5.45334197,2.110334404,2.530864198,2.629941127,98700,25600,25.93718338,6305,5364,1016,64,445,148.4088127,126.2592976,23.9148856,1.506449487,10.47453159,0.984417281,1.541302391,0.689152196,1.059331842,1.068550927,1.719976401,10.10666759,-0.775305905,877.7149457,179.8471993,25.77095734
2020,Satu Mare,134,150,284,220,50,68,118,94,220514,184078,330611,55.67812323,0.85901558,0.356914924,0.997669082,0.42627679,1.215930504,39721,4940,75154,34395,14616,10797,179623,22.1135378,2.750204595,41.83985347,19.14843867,8.137042584,6.010922877,137878,15310,511857,84159,40011,26172,3.47116135,3.099190283,6.810775208,2.446838203,2.737479475,2.424006669,140600,37200,26.45803698,7669,5124,1635,62,1213,42.69497781,28.52641366,9.1023978,0.345167378,6.753032741,-0.313006198,-0.391967029,-0.69931251,0.194450843,-0.302458724,-0.022170827,11.13866483,-0.83117128,878.4718154,167.7964834,23.61084954
2021,Salaj,89,124,213,181,41,39,80,65,132513,127164,210327,60.46014064,1.012708782,0.380360106,1.365903723,0.490517911,1.393068888,8963,1958,24602,4818,1164,2410,43915,20.40988273,4.45861323,56.02186041,10.97119435,2.650574974,5.487874303,32199,5628,131441,9673,2509,5252,3.592435568,2.874361593,5.342695716,2.007679535,2.155498282,2.179253112,85300,12300,14.41969519,7315,5443,1016,64,456,166.5717864,123.9439827,23.13560287,1.457360811,10.38369578,1.207331042,1.495502786,0.616105279,1.038221485,1.089290148,1.815829533,9.258116765,-0.848550825,877.2997405,-0.415205234,-0.047305248
2021,Satu Mare,229,281,510,411,90,75,165,134,219055,184656,330052,55.94754766,1.545211058,0.499921225,1.876241127,0.611718518,2.045132282,47942,4246,86504,38267,20476,11658,209093,22.92855332,2.030675345,41.37106455,18.30142568,9.792771638,5.575509462,199991,11537,571767,103683,65650,27489,4.171519753,2.717145549,6.60971747,2.709462461,3.206192616,2.357951621,123200,19200,15.58441558,7512,5140,1635,62,1135,35.92659726,24.58236287,7.819487023,0.296518774,5.428206587,-0.396074378,-0.469984913,-0.819567552,-0.113440416,-0.449766815,-0.247288067,10.14867303,-0.989991799,913.6359687,35.16415326,4.002877798
2022,Salaj,124,128,252,213,32,34,66,54,133430,127481,211091,60.39148993,1.193797935,0.312661364,1.596342652,0.404706588,1.5064593,9440,1619,23593,4551,1702,2325,43230,21.83668749,3.745084432,54.57552625,10.52741152,3.937080731,5.378209577,33460,3852,88524,6693,3792,3207,3.544491525,2.379246448,3.752129869,1.470665788,2.227967098,1.379354839,88100,12700,14.415437,7315,5443,1016,64,456,169.2111959,125.9079343,23.50219755,1.480453389,10.5482304,1.239724454,1.534352018,0.650468432,1.076459537,1.12525111,1.878790291,10.13530037,0.877183601,590.8060472,-286.4936932,-32.65630662
2022,Satu Mare,287,322,609,498,99,106,205,151,218400,185473,330618,56.09888149,1.842004973,0.620050935,2.28021978,0.691391941,2.462055907,44397,4080,81132,36578,18386,9845,194418,22.83584853,2.09857112,41.73070395,18.81410157,9.456943287,5.063831538,174731,11070,223230,66552,57033,14883,3.935648805,2.713235294,2.751442094,1.819454317,3.101979767,1.511731844,125900,19300,15.32962669,7918,6275,1635,62,982,40.72668169,32.27581808,8.40971515,0.318900513,5.050972647,-0.337163052,-0.317799475,-0.764241874,-0.201110057,-0.405078614,-0.148329333,11.10687021,0.958197178,572.2342561,-341.4017126,-37.36736778
2012,Sibiu,229,300,529,416,107,101,208,176,276335,135116,399488,33.82229253,1.32419497,0.520666453,1.505419147,0.636908101,1.844861423,5749,1266,25815,766,182,396,34174,16.82273073,3.704570726,75.53988412,2.241470123,0.532568619,1.158775677,15115,2680,73004,847,178,223,2.629152896,2.116903633,2.827968236,1.105744125,0.978021978,0.563131313,184800,29200,15.8008658,2860,2523,949,103,314,83.68935448,73.82805642,27.76964944,3.013987242,9.188271786,0.190116849,0.504151832,1.050482691,0.76040345,0.626288706,0.403705898,8.75465194,0.662848431,848.7917644,83.80403816,10.95495199
2013,Sibiu,193,316,509,429,68,47,115,101,276160,135927,400317,33.95484079,1.271492342,0.287272337,1.553447277,0.365730012,1.558764679,6611,1299,23462,1173,482,313,33340,19.82903419,3.896220756,70.37192561,3.518296341,1.445710858,0.938812238,21286,2912,105935,1631,1312,372,3.219785206,2.241724403,4.515173472,1.390451833,2.721991701,1.188498403,185000,27700,14.97297297,2872,2531,949,116,321,86.14277145,75.91481704,28.46430714,3.479304139,9.628074385,0.22022758,0.545430369,1.115597189,0.862614126,0.685967316,0.395856723,8.706255042,-0.048396898,997.7288451,148.9370807,17.54695168
2014,Sibiu,165,190,355,312,96,87,183,159,274825,136570,400303,34.11665663,0.886828228,0.457153706,1.135267898,0.578549986,1.343981934,6347,1604,23626,425,588,417,33007,19.2292544,4.859575242,71.57875602,1.287605659,1.781440301,1.263368376,23471,4442,117135,735,1398,571,3.697967544,2.769326683,4.957885381,1.729411765,2.37755102,1.369304556,182600,26600,14.56736035,3052,2611,949,125,328,92.46523465,79.10443239,28.75147696,3.787075469,9.93728603,0.297823026,0.608524648,1.142515365,0.9344753,0.745834585,0.42750104,9.387461787,0.681206745,946.5290141,-51.19983093,-5.131637837
2015,Sibiu,205,297,502,425,103,104,207,174,272944,137174,400210,34.27550536,1.254341471,0.517228455,1.557095961,0.637493405,1.771569926,5975,1421,26074,275,486,419,34650,17.24386724,4.101010101,75.24963925,0.793650794,1.402597403,1.209235209,21354,3561,90066,459,1074,790,3.573891213,2.505981703,3.454245609,1.669090909,2.209876543,1.885441527,186600,23300,12.48660236,4869,2684,1108,131,358,140.5194805,77.46031746,31.97691198,3.780663781,10.33189033,0.887591687,0.576002154,1.444855036,1.026181834,0.983657678,0.668402268,9.09073075,-0.296731037,955.2704199,8.74140571,0.923522214
2016,Sibiu,309,396,705,623,106,109,215,171,270829,137957,399950,34.4935617,1.76272034,0.537567196,2.300344498,0.631394718,2.300287536,5903,1529,26182,615,763,499,35491,16.63238568,4.308134457,73.77081514,1.732833676,2.149840805,1.405990251,21022,4175,107282,1078,2194,949,3.561240047,2.730542838,4.097547934,1.752845528,2.875491481,1.901803607,190900,20100,10.52907281,5194,3082,1130,137,354,146.3469612,86.83891691,31.83905779,3.860133555,9.974359697,0.959112225,0.761521692,1.431933123,0.943091267,1.023914577,0.863485463,8.577752155,-0.512978595,1161.59979,206.3293698,21.59905358
2017,Sibiu,305,384,689,584,112,138,250,204,268772,138710,399973,34.67984089,1.722616277,0.62504219,2.172845386,0.759007635,2.347658467,5493,1679,24823,387,523,645,33550,16.37257824,5.004470939,73.9880775,1.153502235,1.558867362,1.922503726,21100,5504,143662,822,1241,1128,3.841252503,3.278141751,5.787455183,2.124031008,2.372848948,1.748837209,192500,20500,10.64935065,5354,3136,1159,128,340,159.5827124,93.47242921,34.54545455,3.815201192,10.13412817,1.121554297,0.892740234,1.685620177,0.98022166,1.170034092,0.954381891,8.415053658,-0.162698497,939.3259325,-222.2738572,-19.13514957
2018,Sibiu,358,445,803,667,139,153,292,245,267125,139433,400601,34.80595405,2.004488256,0.728904821,2.496958353,0.917173608,2.733393077,5486,1369,24104,584,508,445,32496,16.88207779,4.212826194,74.17528311,1.797144264,1.563269325,1.369399311,20520,4283,150754,1479,999,896,3.740430186,3.128560993,6.254314637,2.532534247,1.966535433,2.013483146,192700,20700,10.74208614,5338,3190,1165,135,353,164.2663712,98.16592811,35.85056622,4.154357459,10.86287543,1.179036734,0.985583067,1.807956243,1.149583437,1.28053987,0.987410136,9.265809432,0.850755774,996.9748971,57.64896457,6.137269565
2019,Sibiu,352,376,728,617,137,135,272,215,265473,139771,401266,34.83250512,1.814257874,0.67785459,2.324153492,0.809875204,2.492112464,4973,1371,25243,611,398,434,33030,15.05600969,4.150772025,76.42446261,1.849833485,1.204965183,1.313957009,16731,3484,137632,1454,742,639,3.364367585,2.541210795,5.452283801,2.379705401,1.864321608,1.47235023,193000,20500,10.62176166,5561,3195,1262,128,318,168.3620951,96.73024523,38.20768998,3.875264911,9.627611262,1.22930346,0.9571836,2.028903811,0.862506495,1.269474342,1.403694842,9.509411356,0.243601923,892.5712423,-104.4036548,-10.47204449
